supplier_id,supplier_category,disruption_type,historical_unit_price,current_unit_price,historical_reliability_pct,current_reliability_pct,historical_quality_score,current_quality_score,historical_delivery_days,current_delivery_days,max_capacity,min_order_quantity,required_quantity,on_time_delivery_pct,defect_rate_pct,price_volatility_pct,capacity_utilization_pct,disruption_severity_pct,predicted_actual_delivery_days,predicted_final_unit_price,predicted_quality_risk_pct,predicted_overall_risk_score,optimal_allocation_pct
SUP-000143,International,Price Increase,104.78,109.87,87.95,93.67,99.8,88.2,12.19,11.56,19414,2554,33895,89.38,10.86,6.04,86.61,47.26,12.94,156.27,17.31,36.77,74.35
SUP-000144,National,Reliability Drop,106.72,117.3,98.35,98.19,85.81,80.91,4.36,5.46,22555,3382,8071,95.24,18.52,18.05,42.58,47.44,7.55,117.64,28.52,25.3,82.85
SUP-000145,Regional,Delivery Delay,95.92,90.59,86.86,83.52,86.6,85.53,5.45,3.47,2014,641,52493,77.88,13.46,8.29,76.61,30.48,6.73,93.74,24.64,27.42,77.3
SUP-000146,Regional,Reliability Drop,89.8,93.95,94.18,98.55,87.53,82.69,4.53,3.13,18602,2093,17471,95.86,17.32,9.4,51.65,34.11,2.32,96.92,24.15,23.45,86.04
SUP-000147,Regional,Delivery Delay,70.5,70.53,92.93,98.57,73.76,78.7,2.76,3.02,23194,2452,89224,85.6,20.83,7.01,35.31,53.7,11.97,72.91,34.17,31.34,76.4
SUP-000148,Regional,Reliability Drop,87.28,89.97,81.51,78.56,85.7,82.51,9.11,10.32,15875,1235,37735,76.44,20.65,15.39,69.88,35.48,11.23,87.6,26.78,37.92,65.45
SUP-000149,Regional,None,87.94,89.99,83.23,70.51,82.91,71.17,5.44,6.02,17214,2222,55413,66.16,27.12,4.06,59.17,0.0,5.0,92.9,43.14,33.08,66.28
SUP-000150,Local,Capacity Reduction,108.72,119.54,90.22,93.19,85.51,81.52,3.79,5.42,9846,3282,11164,94.84,13.53,13.21,60.83,26.0,6.26,123.12,23.04,22.45,87.22
SUP-000151,National,None,124.8,118.42,99.5,99.8,92.43,90.17,7.65,7.51,22635,1682,34241,90.66,7.41,7.29,86.63,0.0,7.96,122.18,12.93,18.65,81.81
SUP-000152,International,Price Increase,89.52,90.52,90.72,94.41,78.74,80.58,13.28,12.74,22798,1367,64325,95.96,18.26,3.01,43.87,50.16,13.78,136.05,29.19,38.6,70.1
SUP-000153,Local,Reliability Drop,104.07,104.96,92.23,96.64,81.74,85.86,2.26,3.79,14925,1556,89027,96.77,5.21,18.03,50.11,55.9,3.5,110.54,11.29,29.16,81.57
SUP-000154,National,Delivery Delay,122.65,125.43,94.64,87.39,94.44,91.34,6.01,8.21,18474,2469,79386,98.18,13.43,13.87,55.7,10.93,10.79,130.76,16.75,27.22,70.87
SUP-000155,Local,Price Increase,85.79,77.25,99.5,99.8,75.19,69.5,4.33,5.12,6808,309,23995,95.09,24.46,21.59,41.25,45.85,6.32,117.57,39.33,38.18,77.19
SUP-000156,National,Capacity Reduction,88.5,91.35,99.13,98.02,96.39,97.94,6.05,6.6,17913,2599,11063,95.72,10.88,4.82,49.13,51.73,6.86,92.29,10.5,15.61,87.37
SUP-000157,Regional,None,119.7,131.41,85.22,88.04,84.8,90.98,3.88,3.43,3962,361,96764,85.3,6.49,19.76,38.94,0.0,4.4,134.85,15.2,25.52,76.59
SUP-000158,National,Quality Issue,105.76,102.35,95.75,90.45,89.34,95.39,8.4,7.28,12429,1290,82463,100.0,9.13,6.15,51.34,55.52,6.84,104.97,38.75,27.34,84.31
SUP-000159,National,None,123.32,109.78,93.83,98.4,83.56,81.26,11.14,10.93,8055,2383,71881,94.36,21.63,14.03,39.15,0.0,11.79,109.92,29.34,29.02,76.84
SUP-000160,National,None,109.03,115.12,83.43,82.36,84.99,76.52,8.04,3.74,9960,3159,28899,76.59,26.3,8.16,89.01,0.0,5.68,119.24,37.61,29.31,67.51
SUP-000161,Local,None,112.69,106.46,87.95,87.0,88.89,88.46,3.83,1.0,16303,3718,15954,87.3,8.96,5.6,60.92,0.0,1.92,105.66,18.53,15.84,79.36
SUP-000162,International,Quality Issue,117.56,104.09,80.22,74.65,97.47,100.0,13.47,15.28,24679,2242,28343,75.42,3.24,20.28,91.01,51.92,15.65,107.39,31.43,39.81,64.33
SUP-000163,Local,Price Increase,90.69,90.79,78.44,75.52,86.95,82.31,2.62,2.91,10042,1642,76509,76.62,20.27,1.6,71.57,52.34,3.15,139.41,29.42,34.23,65.99
SUP-000164,Local,Price Increase,89.22,79.91,80.28,75.18,82.96,79.42,1.87,1.63,20632,1852,9572,77.19,15.13,16.27,54.74,28.44,4.37,107.01,25.56,28.69,78.1
SUP-000165,National,None,101.05,89.85,93.5,86.0,88.75,92.39,6.44,9.09,25863,4026,3415,87.03,11.06,16.86,94.44,0.0,10.62,87.43,14.16,21.59,76.45
SUP-000166,Regional,None,97.59,104.07,89.68,94.69,86.98,90.89,6.64,7.45,23792,1639,46185,89.95,8.36,17.17,79.7,0.0,9.02,103.48,11.34,27.51,81.61
SUP-000167,National,None,107.2,107.33,92.31,96.76,88.78,93.53,10.91,9.9,16003,3600,34256,99.35,5.42,0.23,81.19,0.0,10.7,109.65,7.69,19.22,76.88
SUP-000168,National,None,112.42,100.71,94.32,98.06,90.26,88.06,3.04,2.26,26528,2827,60253,85.43,11.03,24.44,72.67,0.0,3.02,103.54,20.69,25.14,83.9
SUP-000169,Regional,Price Increase,95.28,91.18,85.75,81.45,77.81,72.79,6.03,5.35,10946,1645,80480,75.44,21.38,13.07,85.28,50.14,6.31,142.53,35.85,38.99,61.53
SUP-000170,International,None,133.12,159.66,86.04,80.33,89.1,86.73,11.82,10.62,25259,2345,68065,85.9,13.97,22.45,74.7,0.0,11.68,162.89,22.48,34.16,70.46
SUP-000171,Regional,None,119.41,118.21,86.52,88.64,84.46,87.52,8.94,9.85,25427,3224,35100,95.16,9.72,3.77,86.54,0.0,8.54,117.14,18.46,25.28,80.64
SUP-000172,Regional,Price Increase,103.46,102.03,93.62,96.47,80.21,75.46,8.01,8.14,22869,4940,61577,94.48,20.29,6.28,32.44,32.61,8.17,134.91,31.46,30.54,73.7
SUP-000173,Regional,Price Increase,122.25,110.94,91.24,96.24,76.26,77.94,6.5,5.72,20863,2620,89912,100.0,16.58,10.53,76.92,25.91,5.89,140.8,30.65,23.47,73.95
SUP-000174,International,Reliability Drop,129.57,129.73,96.81,99.21,79.95,82.54,12.58,10.9,4947,878,75512,93.67,15.16,0.8,52.92,51.41,11.87,132.54,27.33,30.84,79.34
SUP-000175,Local,None,91.52,82.38,91.29,97.91,88.96,91.97,3.63,6.43,20693,317,60611,99.17,9.76,12.5,67.38,0.0,5.04,83.42,12.61,18.38,82.73
SUP-000176,Local,Price Increase,100.8,88.16,89.1,96.33,82.08,80.26,3.54,1.0,16435,850,73697,99.54,17.94,14.05,48.81,18.41,1.0,108.94,27.8,26.95,74.91
SUP-000177,Regional,None,99.42,101.14,97.36,99.8,90.51,84.06,2.42,1.0,10120,1014,78898,90.95,21.1,4.27,55.22,0.0,1.81,98.51,27.41,18.97,84.53
SUP-000178,International,Quality Issue,129.46,115.05,83.27,82.69,99.8,100.0,10.85,10.12,2757,116,14528,84.25,6.13,12.55,89.83,27.65,10.9,114.71,17.12,33.56,68.83
SUP-000179,International,Reliability Drop,101.76,103.61,94.94,94.85,76.69,75.13,11.89,10.52,24551,1255,18074,90.3,24.12,8.95,80.75,42.68,9.73,103.88,36.98,33.08,74.89
SUP-000180,National,None,91.13,104.13,93.79,99.21,88.38,87.75,7.57,4.98,5748,943,36421,100.0,10.9,18.58,85.21,0.0,5.36,103.18,16.84,20.83,94.21
SUP-000181,International,None,111.91,117.21,90.93,89.0,95.42,92.11,12.15,12.05,17903,3291,18427,95.58,12.55,25.39,42.32,0.0,11.26,118.87,17.9,26.42,76.83
SUP-000182,International,None,101.91,89.25,77.48,73.62,95.67,100.0,11.29,12.07,13421,2026,22723,76.67,5.6,16.02,43.53,0.0,13.75,92.76,6.51,28.84,70.75
SUP-000183,Regional,None,90.24,84.29,93.61,90.83,86.68,89.61,5.66,5.32,28111,3672,58481,94.9,12.11,6.65,31.61,0.0,6.79,83.36,14.69,19.93,92.32
SUP-000184,Regional,None,97.98,88.93,87.25,77.77,83.5,88.14,9.2,9.31,13643,2262,69350,81.04,19.01,15.72,50.34,0.0,10.93,90.92,25.76,31.92,69.65
SUP-000185,National,None,102.83,102.09,99.5,96.48,91.89,100.0,9.37,11.28,10041,1815,41406,87.1,0.1,6.48,93.72,0.0,12.58,104.5,0.0,22.87,77.98
SUP-000186,National,None,104.64,108.24,98.01,99.8,85.62,90.24,9.53,9.52,16933,1640,76305,99.85,5.71,10.8,71.34,0.0,9.31,107.4,13.42,23.53,84.4
SUP-000187,Regional,None,97.62,86.16,88.75,82.95,92.57,80.05,6.75,4.0,23578,2836,46652,82.74,23.16,11.76,51.16,0.0,4.83,89.27,35.19,24.76,76.07
SUP-000188,Local,None,98.46,98.77,94.45,99.8,89.56,100.0,7.54,9.14,23523,3372,18933,100.0,5.18,0.94,47.24,0.0,9.47,99.9,5.56,15.51,83.64
SUP-000189,National,None,100.3,109.51,94.61,98.05,89.68,77.93,7.24,8.34,10377,1438,43250,96.28,24.3,12.16,93.68,0.0,7.81,110.06,35.08,24.57,83.07
SUP-000190,Regional,None,93.43,93.91,91.05,99.8,88.99,82.78,7.78,3.57,18136,100,37509,100.0,19.42,10.21,97.62,0.0,2.7,93.33,26.39,19.83,89.85
SUP-000191,International,Reliability Drop,122.65,117.0,88.23,92.19,85.75,80.57,12.6,12.91,4737,104,87580,92.08,10.2,5.25,64.46,56.56,14.16,121.72,22.64,38.56,69.09
SUP-000192,Local,None,109.31,118.63,93.71,99.8,81.81,84.83,1.0,2.28,21304,317,21138,100.0,6.43,15.38,58.65,0.0,2.94,120.87,17.51,13.9,82.13
SUP-000193,Local,None,116.63,128.42,79.72,90.66,93.89,83.45,4.35,4.62,9060,1801,58201,95.09,14.28,10.53,55.67,0.0,3.82,131.58,23.52,22.66,82.22
SUP-000194,National,Reliability Drop,108.6,109.21,99.31,92.58,82.38,81.32,7.79,6.63,24113,4084,65915,92.12,17.86,7.51,33.3,34.75,8.02,114.18,26.88,30.32,74.24
SUP-000195,Local,None,108.69,106.19,84.82,89.72,84.2,80.46,1.0,3.87,25188,3732,66308,89.54,18.86,9.15,52.55,0.0,4.29,110.09,28.39,26.72,72.53
SUP-000196,Local,None,91.45,93.23,93.7,96.74,78.84,73.02,2.59,2.82,7035,487,7989,97.79,17.1,8.4,72.18,0.0,2.94,94.0,33.07,18.82,87.31
SUP-000197,National,Capacity Reduction,113.71,127.4,85.05,88.62,77.84,70.24,8.09,7.26,26109,1028,73911,87.5,29.96,13.12,26.62,12.02,9.87,124.36,44.03,32.58,73.97
SUP-000198,International,None,113.35,105.31,76.74,82.78,88.72,82.62,9.61,11.85,26042,837,37513,86.29,15.5,9.89,80.44,0.0,12.34,111.42,24.72,28.59,78.51
SUP-000199,Local,Price Increase,116.04,119.74,99.5,99.8,95.23,95.52,3.75,1.0,23729,1525,75946,100.0,2.67,5.51,76.39,37.43,1.0,166.43,2.85,18.37,81.16
SUP-000200,Regional,Delivery Delay,92.66,103.45,99.37,99.8,96.62,95.62,5.65,2.83,18606,3715,74457,95.76,6.33,15.63,92.31,39.44,8.28,105.4,5.35,21.56,82.21
SUP-000201,National,Price Increase,98.27,106.74,99.5,93.38,90.31,88.98,8.79,8.04,23361,3507,59734,88.03,8.86,25.75,81.69,43.38,10.04,160.08,16.35,37.77,72.81
SUP-000202,International,Delivery Delay,112.66,93.31,87.82,84.54,89.85,95.08,14.95,17.6,2499,270,92360,81.28,2.71,18.84,55.64,47.04,24.13,96.77,6.85,39.92,68.91
SUP-000203,Regional,None,76.93,77.5,87.17,89.48,98.02,98.22,1.17,1.0,7849,2274,37286,85.15,0.1,2.32,69.44,0.0,1.0,81.12,1.52,13.71,85.67
SUP-000204,Local,None,95.93,101.65,84.19,82.28,97.29,98.3,5.41,6.04,23591,1421,10341,97.5,4.32,11.44,41.3,0.0,5.25,105.05,5.81,15.6,79.32
SUP-000205,Local,None,65.68,69.84,86.98,91.64,80.88,79.08,6.35,7.48,15032,236,41566,86.41,20.19,7.06,59.81,0.0,9.05,73.21,33.2,24.89,76.0
SUP-000206,Local,None,84.56,94.64,81.78,67.86,77.39,75.23,1.0,2.11,7771,1143,4811,60.23,22.8,22.31,32.06,0.0,3.76,96.64,34.06,28.41,66.01
SUP-000207,Local,Capacity Reduction,94.97,86.09,82.89,84.52,91.52,95.54,1.0,5.51,7760,809,49403,83.57,8.32,13.05,94.79,33.0,6.33,89.05,10.96,25.81,81.01
SUP-000208,National,Capacity Reduction,88.25,85.54,99.5,95.95,85.05,89.33,8.17,8.15,15985,4781,92757,100.0,10.36,9.03,40.04,33.99,7.3,82.33,16.04,21.9,85.55
SUP-000209,Local,None,98.1,101.71,92.29,85.24,81.63,70.66,1.0,2.5,8499,346,96163,87.67,18.42,4.56,64.79,0.0,3.91,105.12,35.23,23.69,77.01
SUP-000210,Regional,Quality Issue,73.84,75.6,80.03,89.63,94.14,93.46,4.22,4.75,4300,593,42215,94.96,7.65,9.1,78.45,51.14,5.4,75.06,40.35,27.59,78.74
SUP-000211,National,None,107.15,123.52,88.16,85.76,92.91,90.83,7.6,7.48,29348,3961,39244,86.58,5.25,21.27,73.13,0.0,8.48,124.8,10.6,24.58,76.64
SUP-000212,National,Quality Issue,116.85,106.28,94.07,91.02,73.17,77.16,8.87,7.77,14526,3158,40711,93.93,21.35,12.29,94.36,32.22,9.24,106.51,49.89,34.34,71.81
SUP-000213,Local,None,109.03,118.57,91.7,95.78,90.76,96.09,1.17,1.0,27333,3686,89030,89.29,1.79,20.07,77.79,0.0,1.41,122.24,4.21,20.07,79.69
SUP-000214,National,Capacity Reduction,126.37,130.8,81.61,81.6,92.98,87.15,4.87,8.03,12532,2152,15428,92.2,10.35,7.76,77.44,33.7,8.82,133.44,20.16,25.22,74.83
SUP-000215,National,Capacity Reduction,97.44,95.02,92.45,95.94,84.9,84.77,6.18,7.72,4286,1239,96554,89.33,12.62,4.95,51.74,14.35,7.56,93.61,21.3,26.76,90.2
SUP-000216,National,Price Increase,103.13,105.34,86.73,96.1,89.67,93.09,8.71,6.62,24369,3080,79753,93.77,2.75,7.29,77.37,23.61,9.78,128.74,13.84,27.32,75.07
SUP-000217,Local,Delivery Delay,86.69,89.3,86.55,84.84,83.1,87.62,2.05,3.11,4673,1174,52418,76.35,9.46,7.74,54.04,25.25,7.07,91.08,17.59,28.84,78.62
SUP-000218,Local,Price Increase,105.27,89.47,99.5,94.5,84.02,90.3,3.83,6.66,15436,595,32876,99.22,9.7,16.0,81.25,33.98,5.44,124.04,15.44,26.04,70.88
SUP-000219,International,Capacity Reduction,114.49,115.12,89.04,90.6,90.44,90.63,12.82,14.04,17458,1323,63914,95.4,7.39,3.19,76.96,23.16,15.26,115.59,10.57,28.43,80.44
SUP-000220,Regional,Reliability Drop,99.87,104.48,96.34,99.8,88.13,90.84,4.15,5.42,20762,472,28961,100.0,8.28,5.1,56.55,25.03,5.14,105.05,10.76,19.5,85.9
SUP-000221,Regional,None,99.25,107.33,83.18,84.66,76.22,76.82,4.2,5.66,24058,283,68611,88.83,20.53,13.07,35.64,0.0,7.42,110.68,35.77,27.45,73.28
SUP-000222,Regional,Price Increase,106.82,108.37,95.54,87.25,86.59,92.36,2.99,3.26,15560,897,60801,92.97,5.01,3.64,43.08,35.3,3.34,148.38,10.77,23.97,74.91
SUP-000223,National,Capacity Reduction,97.74,101.82,94.73,96.64,98.11,94.06,7.89,10.64,25640,1047,63889,99.48,7.28,5.31,81.01,39.45,8.55,99.78,11.89,22.5,92.58
SUP-000224,International,None,121.51,125.86,93.7,91.55,97.63,90.96,12.84,13.45,22606,4993,3527,89.03,6.84,7.08,44.88,0.0,14.37,128.92,7.61,21.09,81.02
SUP-000225,Regional,None,103.96,106.58,74.03,75.75,81.97,83.38,5.87,7.14,25285,1892,13954,76.41,18.25,4.32,100.0,0.0,7.86,102.71,26.58,25.43,74.7
SUP-000226,International,None,124.55,125.51,91.04,90.13,85.54,91.19,10.88,11.6,6687,1082,79823,85.86,10.97,2.63,61.64,0.0,12.99,122.6,14.03,28.78,70.56
SUP-000227,Local,None,90.69,92.57,78.57,84.53,98.41,88.16,5.0,1.91,10089,1630,37815,87.63,13.62,9.63,85.23,0.0,1.97,93.21,16.58,21.28,76.07
SUP-000228,National,Capacity Reduction,108.62,115.78,72.13,64.37,84.77,82.56,2.56,3.87,5836,767,75273,73.23,18.3,8.46,95.48,11.82,3.22,115.91,28.38,30.15,57.72
SUP-000229,National,Capacity Reduction,121.16,113.75,96.23,88.04,84.27,87.09,8.64,10.18,7294,566,11060,89.73,12.79,9.9,38.84,27.51,10.68,116.96,18.95,26.48,75.08
SUP-000230,Local,None,81.18,77.34,81.96,81.63,88.28,87.58,6.58,7.28,28534,643,78515,77.46,15.49,11.09,74.95,0.0,8.51,76.02,17.24,28.07,71.6
SUP-000231,Local,Price Increase,109.59,107.29,82.09,79.48,81.53,87.45,1.98,1.12,9074,1076,35103,80.86,11.72,8.4,74.49,47.19,1.0,159.54,22.89,33.79,64.0
SUP-000232,Regional,None,96.9,94.5,97.09,99.8,86.58,93.11,4.43,1.39,27327,478,67191,99.37,7.25,8.51,79.68,0.0,1.0,98.76,10.47,15.44,85.2
SUP-000233,International,Quality Issue,121.4,113.73,93.6,99.8,92.92,93.74,15.95,16.78,17249,2375,71093,93.54,5.38,6.4,92.61,53.28,18.38,116.27,34.0,37.34,68.92
SUP-000234,National,Delivery Delay,117.76,118.91,92.27,99.39,76.65,76.1,4.83,5.02,24200,3103,53191,100.0,22.84,10.05,70.27,53.97,11.86,120.43,37.27,30.48,79.94
SUP-000235,International,None,109.87,112.12,79.8,80.75,75.54,63.76,11.62,8.87,25504,1498,16447,81.2,27.44,9.05,64.4,0.0,7.19,113.55,50.8,27.14,70.73
SUP-000236,National,None,108.4,120.98,81.97,85.34,71.09,66.54,8.43,8.41,16840,356,31520,78.05,28.52,15.51,61.21,0.0,9.14,123.05,41.99,31.7,72.15
SUP-000237,Regional,Reliability Drop,83.77,78.76,85.26,88.17,84.7,89.14,8.8,8.43,11004,1211,49848,90.7,10.42,6.31,70.5,31.93,7.24,81.58,14.68,27.07,75.55
SUP-000238,National,Price Increase,86.51,84.74,95.16,96.92,81.07,72.29,9.42,9.02,8883,1052,72677,84.16,24.91,9.16,85.31,25.38,9.28,109.68,38.07,36.39,71.89
SUP-000239,Local,None,96.28,112.51,85.28,84.35,98.87,100.0,4.18,3.21,8207,467,40789,89.1,0.1,19.14,30.71,0.0,3.26,111.18,0.0,19.49,78.68
SUP-000240,Local,Price Increase,109.11,101.38,94.63,92.65,72.06,73.53,1.23,1.06,29056,2938,65847,81.9,23.55,11.15,44.75,11.47,1.6,114.03,37.07,22.68,75.74
SUP-000241,National,None,105.86,110.52,98.41,99.8,82.31,77.44,6.24,5.35,4444,332,96459,99.68,20.08,7.01,55.12,0.0,6.39,112.23,34.77,22.74,85.68
SUP-000242,National,Reliability Drop,83.06,74.99,93.97,96.94,89.18,83.18,4.67,4.55,10668,1227,69597,100.0,14.77,10.96,71.97,47.75,3.9,78.71,24.6,29.22,77.11
SUP-000243,Local,Reliability Drop,89.32,91.14,90.58,81.69,77.95,72.7,4.87,6.32,27277,3354,8207,83.21,23.83,3.66,82.56,46.94,8.58,95.14,35.06,31.73,65.52
SUP-000244,Regional,None,94.04,93.23,83.67,74.81,97.56,95.62,6.17,4.31,25196,648,69063,71.49,1.17,4.31,90.98,0.0,5.27,93.82,0.81,26.75,73.04
SUP-000245,National,Capacity Reduction,103.75,108.92,91.94,91.32,96.99,97.89,8.08,8.29,21590,4172,67760,91.29,6.35,12.86,74.55,22.23,6.62,111.15,5.56,22.94,87.02
SUP-000246,International,Delivery Delay,99.74,98.29,94.0,86.48,88.39,89.15,13.47,14.61,12767,1942,26322,82.45,14.05,4.36,90.67,28.98,17.47,97.84,21.48,32.26,67.63
SUP-000247,National,None,99.3,104.68,97.81,99.8,94.26,100.0,9.49,10.79,23877,2842,66010,100.0,4.44,15.66,52.66,0.0,11.68,106.55,4.9,25.94,81.47
SUP-000248,Regional,Reliability Drop,82.05,85.11,93.13,87.13,79.49,85.5,8.28,8.58,20737,274,55058,82.14,21.03,9.88,47.16,57.23,9.97,82.71,25.62,36.74,70.78
SUP-000249,Regional,None,124.69,144.78,95.02,91.08,92.47,91.54,3.57,7.0,7994,1652,84791,92.69,10.34,19.12,51.01,0.0,6.7,151.21,14.48,26.68,68.51
SUP-000250,Regional,None,120.08,112.18,89.24,90.83,89.74,85.02,5.76,4.93,7097,674,31396,84.35,17.84,11.0,75.07,0.0,6.3,118.01,28.21,27.84,74.97
SUP-000251,National,Quality Issue,96.49,87.65,86.18,94.42,94.02,95.85,5.87,6.99,16688,934,32183,97.73,6.75,10.47,65.7,46.85,8.6,84.0,31.19,24.88,78.3
SUP-000252,International,Capacity Reduction,112.59,111.67,86.49,87.02,93.31,93.51,12.43,11.31,4392,808,63339,91.13,6.32,3.08,73.98,58.27,13.04,109.46,10.11,25.32,73.24
SUP-000253,Regional,None,92.84,97.16,87.81,89.1,86.34,81.39,1.85,2.52,19645,649,99475,88.18,15.57,7.76,29.41,0.0,3.01,96.45,26.89,22.07,75.63
SUP-000254,Local,Price Increase,93.11,99.01,81.95,79.72,91.39,83.57,3.55,2.55,15689,2255,92288,86.84,9.33,7.58,64.11,32.42,4.39,130.58,19.97,31.9,71.27
SUP-000255,Local,Capacity Reduction,99.78,95.37,99.5,99.8,90.39,94.77,5.2,5.07,4762,975,26207,96.49,0.49,8.62,88.16,27.2,4.89,96.22,4.42,16.47,85.79
SUP-000256,National,Capacity Reduction,110.29,126.15,99.5,83.1,84.28,89.21,5.18,4.06,8772,464,53418,91.29,14.54,19.0,41.95,22.4,3.91,129.88,20.26,25.84,76.27
SUP-000257,National,None,119.79,119.32,99.5,99.8,79.26,79.95,4.94,6.99,6092,1707,60486,100.0,13.21,10.32,63.97,0.0,7.09,121.53,24.91,22.42,87.04
SUP-000258,Local,Capacity Reduction,88.88,77.99,98.39,99.8,72.86,68.99,3.5,6.34,25727,4589,24428,100.0,26.74,12.37,45.29,26.51,5.82,76.74,45.19,22.97,87.22
SUP-000259,Local,Reliability Drop,95.16,96.61,99.5,97.34,90.57,89.81,1.67,2.78,17271,2716,61810,97.42,7.28,3.96,54.69,57.65,2.3,97.6,13.7,26.09,83.4
SUP-000260,National,Delivery Delay,78.34,78.17,99.5,98.93,94.53,92.36,5.57,4.86,24950,3164,77346,100.0,12.06,11.33,37.85,37.31,9.48,82.91,13.66,22.66,83.93
SUP-000261,Local,None,96.92,95.09,80.77,76.21,86.99,81.64,2.17,3.72,4649,399,55138,74.76,15.97,8.85,69.68,0.0,3.86,98.2,21.92,27.86,64.37
SUP-000262,National,Quality Issue,82.96,84.42,99.5,99.57,87.79,86.74,6.45,4.35,17740,2261,75717,100.0,12.95,5.63,86.58,17.95,3.9,84.26,28.53,22.3,81.16
SUP-000263,Regional,None,84.82,86.76,89.19,88.84,82.69,81.26,4.22,4.66,3463,769,43036,87.4,16.81,3.53,62.49,0.0,5.02,89.99,29.49,22.95,79.61
SUP-000264,Local,Delivery Delay,110.26,102.97,83.54,85.99,86.65,86.46,3.11,4.48,26079,1686,42666,86.41,12.5,11.53,69.28,18.64,10.23,107.68,17.09,27.37,72.24
SUP-000265,International,None,127.4,117.55,89.6,86.25,84.7,91.67,11.48,11.81,8817,1241,12909,83.71,9.65,20.81,78.5,0.0,13.55,120.49,14.75,29.77,74.73
SUP-000266,Local,Quality Issue,82.92,76.67,74.51,73.36,84.85,82.1,4.63,5.85,29766,2516,26118,75.63,12.78,10.35,82.19,25.87,5.79,81.03,33.15,29.55,65.09
SUP-000267,Regional,Reliability Drop,120.59,140.59,99.5,99.8,90.65,89.67,6.17,4.87,18988,4162,72193,100.0,13.83,24.0,72.31,50.63,3.79,145.82,16.34,27.31,78.93
SUP-000268,Local,Reliability Drop,103.7,101.85,84.79,72.69,99.8,100.0,1.0,1.0,14844,3128,20128,73.12,6.08,3.23,64.97,13.78,3.44,98.41,6.8,20.19,79.73
SUP-000269,Local,None,100.76,110.11,87.71,91.29,86.63,90.4,4.53,3.52,21507,2740,76160,90.75,7.7,10.71,78.7,0.0,3.31,114.82,10.67,20.1,78.47
SUP-000270,Local,Delivery Delay,81.07,88.76,91.51,79.34,96.77,99.76,1.0,1.0,9577,3339,18885,76.17,6.98,11.16,46.12,12.21,4.12,89.77,8.28,23.14,72.03
SUP-000271,Local,None,116.84,113.35,83.23,75.76,85.41,93.13,1.95,4.37,15708,1913,9516,79.7,4.33,6.0,69.83,0.0,5.44,112.28,9.58,21.01,63.92
SUP-000272,Local,None,103.76,108.06,86.89,92.38,99.8,100.0,3.61,4.6,16665,4850,61228,89.08,0.1,6.0,41.1,0.0,5.19,110.19,0.0,17.94,80.94
SUP-000273,Local,Reliability Drop,85.48,89.86,84.39,83.56,83.8,85.99,3.55,5.39,28614,2455,71463,76.9,16.02,12.44,51.43,29.36,4.26,92.2,20.98,28.14,67.58
SUP-000274,National,Delivery Delay,80.15,74.82,90.87,94.59,90.59,87.99,3.36,5.77,24452,3657,87157,100.0,15.52,18.77,40.05,47.53,11.94,76.94,22.0,29.62,74.94
SUP-000275,National,Capacity Reduction,94.03,88.29,94.58,94.65,82.71,82.23,6.36,5.87,7110,1089,33092,95.04,18.79,7.12,40.95,29.89,6.75,88.54,25.19,21.09,85.17
SUP-000276,Regional,None,101.89,107.16,93.75,98.82,97.59,92.71,5.69,6.77,18204,3750,24781,95.78,10.11,6.74,91.44,0.0,7.86,104.44,10.55,19.79,83.81
SUP-000277,Regional,Price Increase,97.44,97.36,99.5,99.8,81.05,80.08,1.0,1.0,6184,1362,93842,100.0,13.83,2.32,65.99,23.41,1.0,121.4,24.88,19.67,89.77
SUP-000278,Regional,None,117.96,97.26,77.81,76.12,89.72,85.24,1.0,1.84,6821,2251,33890,75.79,13.06,17.9,36.38,0.0,4.45,101.14,19.14,28.35,68.33
SUP-000279,International,None,99.18,94.2,85.54,65.49,81.76,83.17,16.96,19.08,13391,196,11331,71.93,18.4,8.94,77.15,0.0,19.52,95.45,27.92,39.0,53.32
SUP-000280,International,Quality Issue,115.69,108.06,86.27,89.64,98.53,100.0,13.96,12.11,17696,1979,70812,94.99,0.1,9.17,42.39,56.98,12.9,108.25,25.56,33.02,72.67
SUP-000281,Local,Price Increase,107.57,104.32,83.89,78.38,82.8,81.63,6.27,7.37,8735,953,50834,76.92,14.05,5.09,39.77,44.12,9.67,153.99,27.97,43.36,56.92
SUP-000282,Local,None,79.2,69.81,83.46,87.62,71.67,66.64,3.49,6.15,5476,1870,14492,86.23,29.32,12.62,43.47,0.0,5.37,70.16,49.57,30.13,78.44
SUP-000283,Local,Price Increase,102.34,103.08,97.74,97.07,89.01,87.5,5.84,8.86,23234,3943,12880,100.0,10.06,3.1,84.87,25.73,9.09,131.59,17.41,18.18,78.03
SUP-000284,Local,None,94.81,96.86,81.06,85.57,93.72,100.0,7.29,7.16,6601,429,82987,86.77,0.1,3.31,84.41,0.0,9.75,96.6,0.93,19.71,78.3
SUP-000285,National,None,101.39,100.31,95.93,92.29,80.78,77.79,7.74,6.49,26705,4408,30904,100.0,20.22,3.45,41.04,0.0,7.93,100.89,31.67,20.99,81.53
SUP-000286,Regional,Delivery Delay,73.65,71.15,93.31,99.8,98.73,100.0,2.61,2.21,11743,957,88807,99.64,0.1,5.29,64.51,26.01,5.01,67.35,0.0,16.37,89.12
